VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/01/01 00:00:00+00,27,W,F,1914,2019000019,1,,N 28,FAIR,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,178
2019/01/01 00:00:00+00,29,W,M,1814,2019000018,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,179
2018/12/30 00:00:00+00,28,W,F,1710,LB576424,1,,S 33,A,-,2167,IMPROPER REGISTRATION,C,180
2019/01/01 00:00:00+00,39,W,M,1944,2019000020,1,,S 60,PIONEERS,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,181
2019/01/01 00:00:00+00,25,B,M,2312,2019000023,1,,941 WASHINGTON,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,182
2019/01/02 00:00:00+00,55,B,M,610,2019000028,1,,944 E #5,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,183
2018/12/23 00:00:00+00,21,B,M,1000,LB619005,1,B8-120362,941 WASHINGTON,-,-,12342,THEFT BY RECEIVING $1500-5000,B,184
2019/01/01 00:00:00+00,28,H,M,1943,LB618166,1,B9-000202,345 W O,-,-,12309,THEFT BY SHOPLIFTING $0-$500,B,185
2019/01/02 00:00:00+00,32,W,F,215,LB616142,1,B9-000239,N 9,BUTLER,-,11766,OPERATE MOTOR VEHICLE TO AVOID ARREST,B,186
2019/01/02 00:00:00+00,25,W,M,359,LB613935,1,B9-000247,N 27,CLEVELAND,-,1293,MAKE FALSE STATEMENT TO POLICE OFFICER,B,187
2019/01/02 00:00:00+00,38,W,M,359,LB613936,1,B9-000247,N 27,KNOX,CLEVELAND,2115,REVOKED/IMPOUNDED,B,188
2019/01/02 00:00:00+00,38,W,M,359,LB613936,2,B9-000247,N 27,KNOX,CLEVELAND,2167,IMPROPER REGISTRATION,B,189
2019/01/01 00:00:00+00,20,W,F,1554,LB619506,1,,N 48,MARTIN,-,2167,IMPROPER REGISTRATION,C,190
2019/01/01 00:00:00+00,22,W,M,1654,LB615802,1,B9-000177,8201 S 40,-,-,2228,STEAL GOODS OR MONEY < $500,C,191
2019/01/01 00:00:00+00,22,W,F,621,LB618095,1,B9-000091,1309 TRIMBLE,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,192
2018/12/31 00:00:00+00,43,H,F,0,LB587775,1,B9-000115,1905 G #B11,-,-,1293,MAKE FALSE STATEMENT TO POLICE OFFICER,C,193
2018/12/31 00:00:00+00,31,W,M,1450,LB619230,1,B8-120452,1507 SUPERIOR,-,-,9150,UNAUTHORIZED USE PROPELLED VEHICLE,C,194
2019/01/02 00:00:00+00,31,W,F,359,LB613934,1,B9-000247,N 27,KNOX,CLEVELAND,2167,IMPROPER REGISTRATION,C,195
2019/01/02 00:00:00+00,31,W,F,359,LB613934,2,B9-000247,N 27,KNOX,CLEVELAND,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,196
2019/01/01 00:00:00+00,33,W,F,0,LB546758,1,B9-000010,4806 W MATHIS,-,-,10147,OBSTRUCT GOVERNMENT OPERATIONS,C,197
2019/01/01 00:00:00+00,23,B,M,1159,LB614345,1,B9-000147,4400 N 33,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,198
2018/12/27 00:00:00+00,31,W,M,1505,LB617156,1,B8-119471,3030 PINE LAKE,-,-,12323,THEFT BY DECEPTION $0-500,C,199
2019/01/01 00:00:00+00,54,W,F,18,LB618094,1,B9-000010,4806 W MATHIS,-,-,10147,OBSTRUCT GOVERNMENT OPERATIONS,C,200
2018/11/21 00:00:00+00,19,I,M,1503,LB606074,1,B8-109136,4646 W HUNTINTO,-,-,12605,ATTEMPT THEFT BY SHOPLIFTING $0-$500,C,201
2019/01/01 00:00:00+00,17,W,F,1924,LB615803,1,,OLD CHENEY,S 40,S 45,2167,IMPROPER REGISTRATION,C,202
2019/01/02 00:00:00+00,51,W,M,108,LB616526,1,B9-000232,S 14,E,F,2167,IMPROPER REGISTRATION,C,203
2018/12/31 00:00:00+00,16,W,F,1911,LB616174,1,,N,S 17,-,2167,IMPROPER REGISTRATION,C,204
2018/12/31 00:00:00+00,16,W,F,1911,LB616174,2,,N,S 17,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,205
2018/12/30 00:00:00+00,50,W,F,1940,LB613664,1,,27,O,-,2167,IMPROPER REGISTRATION,C,206
2018/12/31 00:00:00+00,48,W,F,213,LB612339,1,,N ANTELOPE VALL,P,-,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,207
2018/12/31 00:00:00+00,48,W,F,213,LB612339,2,,N ANTELOPE VALL,P,-,2112,NEGLIGENT DRIVING,C,208
2018/12/31 00:00:00+00,34,W,M,1913,LB619681,1,,N 27,ORCHARD,-,2167,IMPROPER REGISTRATION,C,209
2018/12/31 00:00:00+00,47,W,M,1156,LB599331,1,B8-120407,O,25,26,2112,NEGLIGENT DRIVING,C,210
2018/12/28 00:00:00+00,64,W,M,839,LB615286,1,B8-119637,W O,HOMESTEAD EXPWY,-,2112,NEGLIGENT DRIVING,C,211
2019/01/03 00:00:00+00,26,W,M,2029,LB614578,1,B9-000716,946 S 27,-,-,1294,REFUSE TO COMPLY WITH ORDER OF POLICE OFFCR,C,212
2019/01/03 00:00:00+00,49,W,M,105,LB617545,1,B9-000519,S 46,LOWELL,-,2167,IMPROPER REGISTRATION,C,213
2019/01/03 00:00:00+00,37,W,M,1754,LB616868,1,,N 50,LEIGHTON,-,2167,IMPROPER REGISTRATION,C,214
2019/01/02 00:00:00+00,27,H,M,1918,LB613739,1,,S 14,N,-,2167,IMPROPER REGISTRATION,C,215
2019/01/03 00:00:00+00,21,W,M,1655,LB613416,1,,Q,N 20,ANTELOPE VALLEY,2167,IMPROPER REGISTRATION,C,216
2019/01/03 00:00:00+00,21,W,M,1655,LB613416,2,,Q,N 20,ANTELOPE VALLEY,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,217
2019/01/03 00:00:00+00,56,W,M,1440,LB605468,1,,N 27,HOLDREGE,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,218
2019/01/03 00:00:00+00,56,W,M,1440,LB605468,2,,N 27,HOLDREGE,-,2167,IMPROPER REGISTRATION,C,219
2019/01/01 00:00:00+00,23,W,M,120,LB617111,1,,NEBR HWY,S 33,S 27,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,220
2019/01/03 00:00:00+00,21,W,F,1334,LB612709,1,,33,O,-,2167,IMPROPER REGISTRATION,C,221
2019/01/03 00:00:00+00,20,W,F,950,LB604017,1,,VINE,N 81,SKYWAY,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,222
2019/01/03 00:00:00+00,20,W,F,950,LB604017,2,,VINE,N 81,SKYWAY,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,223
2019/01/03 00:00:00+00,36,W,F,1020,LB604018,1,,VINE,N 81,SKYWAY,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,224
2019/01/03 00:00:00+00,53,B,M,0,LB620134,1,B9-000717,1727 B ST #5,-,-,1303,DISTURBING THE PEACE,C,225
2019/01/03 00:00:00+00,29,W,M,1613,LB620395,1,B9-000649,NW 12,KINGBIRD,CATTAIL,2112,NEGLIGENT DRIVING,C,226
2019/01/02 00:00:00+00,45,W,M,1748,LB615805,1,B9-000427,S 84,OLD CHENEY,-,2112,NEGLIGENT DRIVING,C,227
2019/01/03 00:00:00+00,50,W,M,1804,LB615807,1,B9-000678,S 84,PIONEERS,-,2112,NEGLIGENT DRIVING,C,228
2019/01/03 00:00:00+00,50,W,M,1804,LB615807,2,B9-000678,S 84,PIONEERS,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,229
2019/01/02 00:00:00+00,39,W,F,2114,LB595417,1,B9-000484,S 48,CALVERT,-,2112,NEGLIGENT DRIVING,C,230
2019/01/03 00:00:00+00,62,W,M,1754,LB618590,1,B9-000673,NEBR HWY,S 87,-,2112,NEGLIGENT DRIVING,C,231
2019/01/03 00:00:00+00,22,B,M,1631,LB614953,1,B9-000653,RIDGE,S 27,PINE LAKE,2112,NEGLIGENT DRIVING,C,232
2019/01/03 00:00:00+00,44,W,M,1908,LB614954,1,,OLD CHENEY,EDENTON,S 70,2167,IMPROPER REGISTRATION,C,233
2019/01/02 00:00:00+00,38,W,M,1735,LB620393,1,,N 27,FAIRFIELD,-,2167,IMPROPER REGISTRATION,C,234
2019/01/03 00:00:00+00,30,B,M,2041,LB620398,1,,9,O,-,2167,IMPROPER REGISTRATION,C,235
2019/01/03 00:00:00+00,30,B,M,2041,LB620398,2,,9,O,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,236
2019/01/02 00:00:00+00,17,W,F,1935,LB620394,1,,NW 40,W HOLDREGE,-,2167,IMPROPER REGISTRATION,C,237
2019/01/01 00:00:00+00,21,A,M,1636,LB620392,1,,N 7,SUPERIOR,-,2167,IMPROPER REGISTRATION,C,238
2019/01/03 00:00:00+00,22,B,M,1748,LB620396,1,,N 1,FLETCHER,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,239
2019/01/03 00:00:00+00,22,B,M,1748,LB620396,2,,N 1,FLETCHER,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,240
2019/01/04 00:00:00+00,19,B,F,126,LB617814,1,,N 27,CORNHUSKER,THERESA,2167,IMPROPER REGISTRATION,C,241
2019/01/04 00:00:00+00,40,W,F,45,LB617548,1,B9-000785,S 8,A,-,2167,IMPROPER REGISTRATION,C,242
2019/01/04 00:00:00+00,40,W,F,45,LB617548,2,B9-000785,S 8,A,-,1345,FAIL TO SIGNAL TURN,C,243
2019/01/03 00:00:00+00,40,W,M,2125,LB617874,1,,N 11,CORNHUSKER,-,2167,IMPROPER REGISTRATION,C,244
2019/01/03 00:00:00+00,51,W,M,1834,LB606075,1,,S 9,E,-,2167,IMPROPER REGISTRATION,C,245
2019/01/04 00:00:00+00,28,W,M,47,LB616527,1,,S 10,GARFIELD,WASHINGTON,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,246
2019/01/04 00:00:00+00,46,W,M,19,LB620659,1,B9-000780,1318 M,-,-,2124,POSSESS MARIJUANA 1 OZ OR LESS/2ND,B,247
2019/01/04 00:00:00+00,46,W,M,19,LB620659,2,B9-000780,1318 M,-,-,2037,LOITER AND TRESPASS,B,248
2019/01/03 00:00:00+00,53,W,M,808,LB618388,1,,S 40,SOUTH,-,2167,IMPROPER REGISTRATION,C,249
2019/01/03 00:00:00+00,81,W,M,1055,LB618389,1,,S COTNER,SUMNER,-,2167,IMPROPER REGISTRATION,C,250
2019/01/03 00:00:00+00,81,W,M,1055,LB618389,2,,S COTNER,SUMNER,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,251
2019/01/03 00:00:00+00,81,W,M,1055,LB618389,3,,S COTNER,SUMNER,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,252
2019/01/03 00:00:00+00,26,W,M,2029,LB614577,1,B9-000716,946 S 27,-,-,11088,POSS CONTROLLED SUBSTANCE,B,253
2019/01/03 00:00:00+00,49,W,M,105,LB617545,2,B9-000519,S 46,LOWELL,-,1556,OCCUPANT PROTECTION SYSTEM,C,254
2019/01/03 00:00:00+00,26,W,M,2029,LB614578,2,B9-000716,946 S 27,-,-,11082,"POSS MARIJUANA, LESS THAN 1 OZ -3RD/SUBSQ",C,255
2018/12/23 00:00:00+00,56,W,M,907,LB610742,1,B8-118505,1100 BLK MANATT,-,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,256
2019/01/02 00:00:00+00,33,W,M,920,LB619330,1,B9-000282,S 27,WASHINGTON,EVERRET,2112,NEGLIGENT DRIVING,C,257
2019/01/02 00:00:00+00,16,W,F,1148,LB619331,1,B9-000316,CAPITOL PKWY,S 27,-,2112,NEGLIGENT DRIVING,C,258
2019/01/03 00:00:00+00,49,W,M,105,LB617545,3,B9-000519,S 46,LOWELL,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,259
2019/01/02 00:00:00+00,76,W,F,1309,LB619332,1,B9-000339,S 70,S WEDGEWOOD,L,2112,NEGLIGENT DRIVING,C,260
2019/01/03 00:00:00+00,39,H,M,2324,LB616388,1,B9-000783,CITY OF LINCOLN,-,-,11202,SEX OFFENDER REGISTRATION VIOLATION,B,261
2019/01/02 00:00:00+00,33,W,M,1821,LB619232,1,B9-000437,N 11,CORNHUSKER,-,2167,IMPROPER REGISTRATION,C,262
2019/01/03 00:00:00+00,17,H,F,1015,LB610693,1,,ADAMS,N 7,N 9,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,263
2019/01/02 00:00:00+00,33,W,M,1821,LB619232,2,B9-000437,N 11,CORNHUSKER,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,264
2019/01/03 00:00:00+00,22,H,M,2058,LB619220,1,B9-000708,1315 S 33,-,-,12075,VIOLATE PROTECTION ORDER,B,265
2019/01/03 00:00:00+00,55,W,M,1813,LB619234,1,B9-000690,1440 W O,-,-,12042,DUI-.15+ (2 PRIOR CONV),B,266
2019/01/02 00:00:00+00,33,W,M,1821,LB619232,3,B9-000437,N 11,CORNHUSKER,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,267
2019/01/03 00:00:00+00,17,H,F,1015,LB610693,2,,ADAMS,N 7,N 9,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,268
2019/01/03 00:00:00+00,55,W,M,1813,LB619234,2,B9-000690,1440 W O,-,-,11289,POSS/CONSUME OPEN ALCOHOL CONTAINER IN VEH,B,269
2019/01/03 00:00:00+00,27,B,F,111,LB620229,1,B9-000522,S 10,N,O,1898,"SUSPENDED LICENSE, ELIGIBLE",C,270
2019/01/03 00:00:00+00,19,W,F,915,LB615762,1,B9-000559,SOUTH,S 33,NORMAL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,271
2019/01/04 00:00:00+00,26,W,M,213,LB607943,1,B9-000793,G,S 16,S 17,11800,POSS DEADLY WEAPON BY A PROHIBITED PERSON,C,272
2019/01/03 00:00:00+00,27,B,F,111,LB620229,2,B9-000522,S 10,N,O,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,273
2019/01/03 00:00:00+00,19,W,F,915,LB615762,2,B9-000559,SOUTH,S 33,NORMAL,1556,OCCUPANT PROTECTION SYSTEM,C,274
2019/01/04 00:00:00+00,26,W,M,213,LB607943,2,B9-000793,G,S 16,S 17,11807,CARRYING CONCEALED WEAPON,C,275
2018/10/18 00:00:00+00,67,W,F,1200,LB609859,1,B8-097617,2222 S 16,-,-,12313,THEFT BY UNLAWFUL TAKING $5000/MORE,B,276
2019/01/03 00:00:00+00,19,W,F,915,LB615762,3,B9-000559,SOUTH,S 33,NORMAL,2221,FICTITIOUS LICENSE PLATES,C,277
2019/01/04 00:00:00+00,26,W,M,213,LB607943,3,B9-000793,G,S 16,S 17,9673,FALSE REPORTING - FALSE INFORMATION,C,278
2019/01/02 00:00:00+00,38,B,M,145,LB618096,1,B9-000238,HILLTOP,N 14,N 15,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,279
2019/01/03 00:00:00+00,23,W,M,745,LB615758,1,,S 48,NORMAL,-,2221,FICTITIOUS LICENSE PLATES,C,280
2019/01/04 00:00:00+00,36,I,M,19,LB615639,1,B9-000780,1318 M,-,-,11088,POSS CONTROLLED SUBSTANCE,B,281
2019/01/02 00:00:00+00,38,B,M,145,LB618096,2,B9-000238,HILLTOP,N 14,N 15,1898,"SUSPENDED LICENSE, ELIGIBLE",C,282
2018/12/30 00:00:00+00,48,B,M,2250,LB619219,1,B8-120309,1123 F ST,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,283
2019/01/04 00:00:00+00,36,I,M,19,LB615639,2,B9-000780,1318 M,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,284
2019/01/02 00:00:00+00,38,B,M,145,LB618096,3,B9-000238,HILLTOP,N 14,N 15,1345,FAIL TO SIGNAL TURN,C,285
2018/12/30 00:00:00+00,48,B,M,2250,LB619219,2,B8-120309,1123 F ST,-,-,9462,CHILD ABUSE (M),B,286
2019/01/04 00:00:00+00,22,B,M,344,LB617567,1,B9-000796,3801 W O,-,-,11640,DUI-.15+ (1ST OFF),C,287
2019/01/02 00:00:00+00,27,W,F,52,LB600066,1,B9-000228,CHLOE,S 21,-,2001,DUI/.08 1ST OFFENSE >.15,C,288
2019/01/03 00:00:00+00,62,B,M,840,LB615760,1,,SOUTH,S 33,NORMAL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,289
2018/12/01 00:00:00+00,25,B,M,2300,XX2190009,1,B8-112501,,,,11907,DOMESTIC ASSAULT-3RD DEGREE,C,290
2019/01/02 00:00:00+00,27,W,F,52,LB600066,2,B9-000228,CHLOE,S 21,-,1373,REFUSE PRELIMINARY BREATH TEST,C,291
2019/01/03 00:00:00+00,36,W,M,855,LB615761,1,,SOUTH,S 33,NORMAL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,292
2019/01/04 00:00:00+00,22,B,M,344,LB617568,1,B9-000803,3801 W O,-,-,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,293
2019/01/02 00:00:00+00,42,W,F,2050,2019000048,1,,575 S 10,-,-,678,ARRESTED ON DISTRICT WARRANT,B,294
2019/01/03 00:00:00+00,29,W,F,730,LB615757,1,,SOUTH,S 33,NORMAL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,295
2019/01/04 00:00:00+00,22,B,M,344,LB617568,2,B9-000803,3801 W O,-,-,11088,POSS CONTROLLED SUBSTANCE,B,296
2019/01/02 00:00:00+00,61,I,M,2104,2019000049,1,,411 S 13,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,297
2019/01/03 00:00:00+00,32,H,M,1009,LB619334,1,,O,9,-,1329,FAIL TO YLD TO PED AT AUTOMATIC TRAF SIGNAL,C,298
2019/01/04 00:00:00+00,22,B,M,344,LB617568,3,B9-000803,3801 W O,-,-,11555,POSS MONEY WHILE VIOLATING 28-416(1),B,299
2019/01/02 00:00:00+00,27,W,M,2240,2019000052,1,,6845 S 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,300
2019/01/03 00:00:00+00,16,W,F,1330,LB619335,1,,S 56,PIONEERS,BANCROFT,2167,IMPROPER REGISTRATION,C,301
2019/01/03 00:00:00+00,21,W,M,1345,LB618491,1,B9-000612,S 14,L,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,302
2019/01/02 00:00:00+00,33,W,F,2252,2019000053,1,,4150 ADAMS,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,303
2019/01/02 00:00:00+00,24,B,M,801,LB599082,1,,S 84,A,N HAZELWOOD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,304
2019/01/03 00:00:00+00,21,W,M,1345,LB618491,2,B9-000612,S 14,L,-,2167,IMPROPER REGISTRATION,C,305
2019/01/02 00:00:00+00,23,B,M,1733,LB614576,1,B9-000411,S 27,NEBR HWY,-,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,306
2019/01/02 00:00:00+00,23,B,M,1733,LB614576,2,B9-000411,S 27,NEBR HWY,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,307
2019/01/04 00:00:00+00,21,B,M,29,LB617566,1,B9-000782,200 BLK BUTLER,-,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,308
2019/01/04 00:00:00+00,21,B,M,29,LB617566,2,B9-000782,200 BLK BUTLER,-,-,2119,POSSESS DRUG PARAPHERNALIA,C,309
2019/01/04 00:00:00+00,47,W,M,19,LB620658,1,B9-000780,1318 M,-,-,2037,LOITER AND TRESPASS,C,310
2019/01/03 00:00:00+00,20,W,F,1056,LB620325,1,B9-000576,S 48,BRYSON,VALLEY,1898,"SUSPENDED LICENSE, ELIGIBLE",C,311
2019/01/03 00:00:00+00,20,W,F,1056,LB620325,2,B9-000576,S 48,BRYSON,VALLEY,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,312
2019/01/03 00:00:00+00,20,W,F,1056,LB620325,3,B9-000576,S 48,BRYSON,VALLEY,2112,NEGLIGENT DRIVING,C,313
2019/01/02 00:00:00+00,33,W,M,1644,LB620062,1,B9-000406,4700 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,314
2019/01/02 00:00:00+00,33,W,M,1644,LB620062,2,B9-000406,4700 N 27,-,-,10054,POSSESS DRUG PARAPHERNALIA,C,315
2019/01/03 00:00:00+00,35,B,M,1935,LB620064,1,B9-000704,4700 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,316
2019/01/03 00:00:00+00,36,B,M,1911,LB620063,1,B9-000698,4700 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,317
2019/01/03 00:00:00+00,20,B,F,0,LB617873,1,B9-000700,3400 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,318
2019/01/03 00:00:00+00,19,W,M,0,LB617872,1,B9-000700,3400 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,319
2019/01/03 00:00:00+00,36,W,M,2233,2019000086,1,,6127 NW 12,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,320
2019/01/04 00:00:00+00,36,I,M,129,2019000088,1,,1318 M,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,321
2019/01/04 00:00:00+00,40,W,F,159,2019000092,1,,S 8,A,-,678,ARRESTED ON DISTRICT WARRANT,B,322
2019/01/04 00:00:00+00,26,W,M,349,2019000093,1,,G,S 16,S 17,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,323
2019/01/04 00:00:00+00,25,B,M,402,2019000094,1,,S 13,N,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,324
2019/01/04 00:00:00+00,21,B,F,505,2019000096,1,,2520 V,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,325
2019/01/04 00:00:00+00,21,B,M,133,2019000090,1,,200 BLK BUTLER,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,326
2019/01/04 00:00:00+00,68,W,M,837,2019000097,1,,1344 N 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,327
2019/01/03 00:00:00+00,30,W,M,1215,2019000069,1,,575 S 10,-,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,328
2018/09/11 00:00:00+00,22,B,M,0,XX2190010,1,B8-085185,,,,12382,IDENTITY THEFT $5000/MORE,C,329
2018/09/11 00:00:00+00,24,B,M,0,XX2190011,1,B8-085185,,,,12382,IDENTITY THEFT $5000/MORE,C,330
2019/01/03 00:00:00+00,30,W,F,1230,LB618490,1,,S 10,VAN DORN,PARK,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,331
2019/01/03 00:00:00+00,33,W,F,740,LB618486,1,,S 10,WASHINGTON,-,2167,IMPROPER REGISTRATION,C,332
2019/01/03 00:00:00+00,34,W,F,920,LB618488,1,,S 13,PEACH,-,2167,IMPROPER REGISTRATION,C,333
2019/01/03 00:00:00+00,22,W,M,850,LB618487,1,,S 10,PLUM,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,334
2019/01/03 00:00:00+00,22,W,M,850,LB618487,2,,S 10,PLUM,-,2167,IMPROPER REGISTRATION,C,335
2019/01/04 00:00:00+00,24,B,M,127,LB619377,1,,N COTNER,ADAMS,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,336
2019/01/04 00:00:00+00,24,B,M,127,LB619377,2,,N COTNER,ADAMS,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,337
2018/11/22 00:00:00+00,25,B,M,2124,LB617565,1,B8-109489,S 6,A,B,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,338
2019/01/03 00:00:00+00,22,W,M,722,LB599083,1,,W O,CAPITOL BEACH,ROUNDHOUSE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,339
2018/11/22 00:00:00+00,25,B,M,2124,LB617565,2,B8-109489,S 6,A,B,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,340
2019/01/03 00:00:00+00,48,B,M,749,LB599084,1,,W O,ROUNDHOUSE,NW 5,2167,IMPROPER REGISTRATION,C,341
2018/11/22 00:00:00+00,25,B,M,2124,LB617565,3,B8-109489,S 6,A,B,10821,CARELESS DRIVING,C,342
2019/01/03 00:00:00+00,48,B,M,749,LB599084,2,,W O,ROUNDHOUSE,NW 5,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,343
2018/11/22 00:00:00+00,25,B,M,2124,LB617565,4,B8-109489,S 6,A,B,11586,NO VALID REGISTRATION,C,344
2019/01/03 00:00:00+00,48,B,M,749,LB599084,3,,W O,ROUNDHOUSE,NW 5,1556,OCCUPANT PROTECTION SYSTEM,C,345
2019/01/02 00:00:00+00,27,W,M,2157,LB616729,1,B9-000496,6845 S 27,SHOPKO,-,1313,ALTER OR REMOVE PRICE TAG,C,346
2019/01/03 00:00:00+00,70,W,F,835,LB599085,1,,W O,CAPITOL BEACH,SUN VALLEY,2167,IMPROPER REGISTRATION,C,347
2019/01/03 00:00:00+00,70,W,F,835,LB599085,2,,W O,CAPITOL BEACH,SUN VALLEY,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,348
2019/01/03 00:00:00+00,45,W,M,939,LB599086,1,,S 10,L,O,2167,IMPROPER REGISTRATION,C,349
2019/01/03 00:00:00+00,45,W,M,939,LB599086,2,,S 10,L,O,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,350
2019/01/03 00:00:00+00,45,W,M,939,LB599086,3,,S 10,L,O,1556,OCCUPANT PROTECTION SYSTEM,C,351
2019/01/03 00:00:00+00,31,I,F,1658,LB620133,1,B9-000660,1129 E ST #3,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,B,352
2019/01/03 00:00:00+00,31,I,F,1658,LB620133,2,B9-000660,1129 E ST #3,-,-,1303,DISTURBING THE PEACE,B,353
2019/01/03 00:00:00+00,31,I,F,1658,LB620133,3,B9-000660,1129 E ST #3,-,-,2037,LOITER AND TRESPASS,B,354
2019/01/03 00:00:00+00,41,B,M,1525,2019000077,1,,4610 N 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,355
2019/01/03 00:00:00+00,26,W,F,954,LB599087,1,,N 14,JUDSON,ADAMS,2167,IMPROPER REGISTRATION,C,356
2019/01/03 00:00:00+00,26,W,F,954,LB599087,2,,N 14,JUDSON,ADAMS,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,357
2019/01/03 00:00:00+00,26,W,F,954,LB599087,3,,N 14,JUDSON,ADAMS,1556,OCCUPANT PROTECTION SYSTEM,C,358
2019/01/03 00:00:00+00,22,W,M,1016,LB599088,1,,N 1,OREGON,ADAMS,2167,IMPROPER REGISTRATION,C,359
2019/01/03 00:00:00+00,22,W,M,1016,LB599088,2,,N 1,OREGON,ADAMS,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,360
2019/01/03 00:00:00+00,21,W,M,1032,LB599089,1,,N 1,OREGON,IRVING,2167,IMPROPER REGISTRATION,C,361
2019/01/03 00:00:00+00,21,W,M,1032,LB599089,2,,N 1,OREGON,IRVING,1556,OCCUPANT PROTECTION SYSTEM,C,362
2019/01/03 00:00:00+00,21,W,M,1322,LB599090,1,,O,3,1,2167,IMPROPER REGISTRATION,C,363
2019/01/03 00:00:00+00,21,W,M,1322,LB599090,2,,O,3,1,1556,OCCUPANT PROTECTION SYSTEM,C,364
