AGE,RACE,SEX,VDAT,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
20,W,M,2022/10/21 00:00:00+00,134,LR1200017,1,C2-094387,2545 CORNHUSKER,HWY,,2001,DUI/.08 1ST OFFENSE >.15,C,26939
28,W,M,2022/10/20 00:00:00+00,2046,LB687858,1,C2-094336,600 P,-,-,12055,ASSAULT W/BODY FLUID ON OFFICER,B,26940
33,W,M,2022/10/17 00:00:00+00,1804,LN3701372,1,,O/ 23-30,,,2167,IMPROPER REGISTRATION,C,26941
18,W,M,2022/10/15 00:00:00+00,2257,LO5400332,1,,O STREET / COTNE,R BLVD - 62ND ST,,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,26942
37,W,F,2022/10/16 00:00:00+00,356,LB687906,1,C2-092947,151 SW 48,-,-,11088,POSS CONTROLLED SUBSTANCE,B,26943
37,W,F,2022/10/16 00:00:00+00,356,LB687906,2,C2-092947,151 SW 48,-,-,12309,THEFT BY SHOPLIFTING $0-$500,B,26944
26,B,M,2022/10/17 00:00:00+00,1813,LN3701373,1,,O/ 29-30,,,2167,IMPROPER REGISTRATION,C,26945
41,B,M,2022/10/18 00:00:00+00,1830,LQ3503111,1,C2-093709,6001 VILLAGE DR,,,12353,"FORGERY, 2ND DEG $1500-5000",B,26946
18,W,M,2022/10/15 00:00:00+00,2315,LO5400333,1,,O STREET / COTNE,R BLVD -62ND ST,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,26947
60,W,F,2022/10/15 00:00:00+00,1741,LB685563,1,C2-092816,2400 N,-,-,12313,THEFT BY UNLAWFUL TAKING $5000/MORE,B,26948
21,W,M,2022/10/17 00:00:00+00,1825,LN3701374,1,,O/ 29-31,,,2167,IMPROPER REGISTRATION,C,26949
41,B,M,2022/10/18 00:00:00+00,1830,LQ3503111,2,C2-093709,6001 VILLAGE DR,,,12353,"FORGERY, 2ND DEG $1500-5000",B,26950
16,W,M,2022/10/15 00:00:00+00,2329,LO5400334,1,,O STRET / COTNER,BLVD - 62ND ST,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,26951
60,W,F,2022/10/15 00:00:00+00,1741,LB685563,2,C2-092816,2400 N,-,-,11088,POSS CONTROLLED SUBSTANCE,B,26952
21,W,M,2022/10/17 00:00:00+00,1825,LN3701374,2,,O/ 29-31,,,1556,OCCUPANT PROTECTION SYSTEM,C,26953
41,B,M,2022/10/18 00:00:00+00,1830,LQ3503111,3,C2-093709,6001 VILLAGE DR,,,12354,"FORGERY, 2ND DEG  $500-1500",B,26954
18,H,M,2022/10/16 00:00:00+00,1,LO5400335,1,,O STRET / COTNER,BLVD - 62ND ST,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,26955
60,W,F,2022/10/15 00:00:00+00,1741,LB685563,3,C2-092816,2400 N,-,-,11088,POSS CONTROLLED SUBSTANCE,B,26956
21,W,M,2022/10/17 00:00:00+00,1825,LN3701374,3,,O/ 29-31,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,26957
41,B,M,2022/10/18 00:00:00+00,1830,LQ3503111,4,C2-093709,6001 VILLAGE DR,,,12354,"FORGERY, 2ND DEG  $500-1500",B,26958
18,H,M,2022/10/16 00:00:00+00,1,LO5400335,2,,O STRET / COTNER,BLVD - 62ND ST,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,26959
60,W,F,2022/10/15 00:00:00+00,1741,LB685563,4,C2-092816,2400 N,-,-,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",B,26960
18,H,M,2022/10/17 00:00:00+00,1756,LP2500395,1,,ADAMS/N.10 - N.7,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,26961
41,B,M,2022/10/18 00:00:00+00,1830,LQ3503111,5,C2-093709,6001 VILLAGE DR,,,12373,CRIMINAL IMPERSONATION $5000/MORE,B,26962
27,W,M,2022/10/16 00:00:00+00,2301,LO5400336,1,,O ST / COTNER BL,VD - 62ND,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,26963
23,B,M,2022/10/19 00:00:00+00,1801,LB688032,2,C2-069775,S 11,G,-,11565,POSS FIREARM WITH FEL 2 DRUG VIOLATION,B,26964
18,H,M,2022/10/17 00:00:00+00,1803,LP3200388,1,C2-093364,44/M,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,26965
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,1,C2-092874,5542 ADAMS,-,-,12718,"DOMESTIC ASSAULT, 3RD DEG (THRT MENACE MANR)",B,26966
31,W,M,2022/10/19 00:00:00+00,223,LQ3503112,1,C2-093757,1442 O STREET,,,9194,OBSTRUCTING A PEACE OFFICER,B,26967
27,W,M,2022/10/16 00:00:00+00,2301,LO5400336,2,,O ST / COTNER BL,VD - 62ND,,2167,IMPROPER REGISTRATION,C,26968
23,B,M,2022/10/19 00:00:00+00,1801,LB688032,3,C2-069775,S 11,G,-,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,26969
29,W,M,2022/10/17 00:00:00+00,1852,LN3701375,1,,O/ 23-29,,,2167,IMPROPER REGISTRATION,C,26970
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,2,C2-092874,5542 ADAMS,-,-,12351,CRIMINAL MISCHIEF $0-500,B,26971
53,B,M,2022/10/19 00:00:00+00,407,LQ3503113,1,C2-093771,2940 NW 12TH STR,EET,,11088,POSS CONTROLLED SUBSTANCE,B,26972
24,W,F,2022/10/16 00:00:00+00,2331,LO5400337,1,,O ST / COTNER BL,VD - 62ND ST,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,26973
23,B,M,2022/10/19 00:00:00+00,1801,LB688032,4,C2-069775,S 11,G,-,11205,"MANF/DEL/POS CON SUBS W/INT DEL(SCD 4,5 DRG)",B,26974
29,W,M,2022/10/17 00:00:00+00,1852,LN3701375,2,,O/ 23-29,,,1556,OCCUPANT PROTECTION SYSTEM,C,26975
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,3,C2-092874,5542 ADAMS,-,-,9462,CHILD ABUSE (M),B,26976
53,B,M,2022/10/19 00:00:00+00,407,LQ3503113,2,C2-093771,2940 NW 12TH STR,EET,,11088,POSS CONTROLLED SUBSTANCE,B,26977
21,W,M,2022/10/15 00:00:00+00,1741,LO9000143,1,C2-092804,12TH/F STREETS,,,1332,VIOLATE YIELD SIGN,C,26978
23,B,M,2022/10/19 00:00:00+00,1801,LB688032,5,C2-069775,S 11,G,-,11555,POSS MONEY WHILE VIOLATING 28-416(1),B,26979
25,H,M,2022/10/17 00:00:00+00,1604,LP2500389,1,,FOLKWAYS/N. HILL,#NAME?,E,12756,"SPEEDING-CONSTR ZONE 16-20 OVER, MUNI",C,26980
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,4,C2-092874,5542 ADAMS,-,-,9462,CHILD ABUSE (M),B,26981
53,B,M,2022/10/19 00:00:00+00,407,LQ3503113,3,C2-093771,2940 NW 12TH STR,EET,,11088,POSS CONTROLLED SUBSTANCE,B,26982
16,A,M,2022/10/16 00:00:00+00,2157,LP1900235,1,,7001 S 14,,,10821,CARELESS DRIVING,C,26983
36,W,M,2022/10/20 00:00:00+00,203,LB687808,1,C2-094051,S 9,G,-,12577,DUI-.08 BREATH-3RD OFF,B,26984
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,5,C2-092874,5542 ADAMS,-,-,9462,CHILD ABUSE (M),B,26985
25,H,M,2022/10/17 00:00:00+00,1604,LP2500389,2,,FOLKWAYS/N. HILL,#NAME?,E,12028,APPLY EXCESS TINT TO WINDOW,C,26986
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,6,C2-092874,5542 ADAMS,-,-,9522,DISTURBING THE PEACE,B,26987
41,W,M,2022/10/18 00:00:00+00,1656,LQ6600100,1,C2-093629,56/ FRANKLIN - S,AYLOR,,2112,NEGLIGENT DRIVING,C,26988
19,W,M,2022/10/15 00:00:00+00,348,LP2500388,1,C2-092650,HOMESTEAD EXPRES,SWAY / ROSA PARK,S - W O,2112,NEGLIGENT DRIVING,C,26989
36,W,M,2022/10/20 00:00:00+00,203,LB687808,2,C2-094051,S 9,G,-,11586,NO VALID REGISTRATION,B,26990
17,W,M,2022/10/17 00:00:00+00,1617,LP2500390,1,,FOLKWAYS/N. HILL,#NAME?,E,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,26991
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,7,C2-092874,5542 ADAMS,-,-,10823,WILLFUL RECKLESS DRIVING,B,26992
41,W,M,2022/10/18 00:00:00+00,1656,LQ6600100,2,C2-093629,56/ FRANKLIN - S,AYLOR,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,26993
17,U,F,2022/10/15 00:00:00+00,1956,LP3200387,1,,63/O,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,26994
28,W,F,2022/10/19 00:00:00+00,1354,2022006690,1,,220 OAKCREEK,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,26995
22,U,F,2022/10/17 00:00:00+00,1633,LP2500392,1,,FOLKWAYS/N.33 -,FOLKWAYS PLACE,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,26996
33,W,M,2022/10/15 00:00:00+00,2118,LB687904,8,C2-092874,5542 ADAMS,-,-,11640,DUI-.15+ (1ST OFF),B,26997
31,H,F,2022/10/18 00:00:00+00,1657,LQ6600101,1,C2-093629,56/ FRANKLIN - S,AYLOR,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,26998
51,W,F,2022/10/16 00:00:00+00,2034,LQ1800211,1,C2-093122,8936 BROKEN SPOK,E DRIVE,,1303,DISTURBING THE PEACE,C,26999
27,H,M,2022/10/19 00:00:00+00,2156,2022006705,1,,O,ANTELOPE PARKWA,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,27000
37,U,F,2022/10/17 00:00:00+00,1712,LP2500393,1,,ADAMS/N.9 - N.7,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,27001
52,W,M,2022/10/15 00:00:00+00,1741,LB685564,1,C2-092816,2400 N,-,-,12313,THEFT BY UNLAWFUL TAKING $5000/MORE,B,27002
25,B,M,2022/10/20 00:00:00+00,315,2022006712,1,,S 16 & S 17,O & N,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27003
51,W,M,2022/10/19 00:00:00+00,59,LB666574,1,C2-093743,N 27,S,-,11088,POSS CONTROLLED SUBSTANCE,B,27004
65,W,M,2022/10/15 00:00:00+00,1915,LR1300091,1,,NW1 AND W HIGHLA,ND,,2167,IMPROPER REGISTRATION,C,27005
37,U,F,2022/10/17 00:00:00+00,1712,LP2500393,2,,ADAMS/N.9 - N.7,,,1362,FAIL TO HAVE CHILD IN PROPER RESTRAINT SYSTM,C,27006
49,B,F,2022/10/19 00:00:00+00,1023,2022006683,1,,GOODHUE,G,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27007
20,W,M,2022/10/14 00:00:00+00,1034,LB678506,1,C2-092705,1210 WELLS #8,-,-,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",C,27008
41,W,M,2022/10/18 00:00:00+00,2026,LB687909,1,C2-093720,345 W O,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,27009
26,W,M,2022/10/16 00:00:00+00,1642,LB687907,1,C2-093068,233 N 48,-,-,9193,RESISTING ARREST,B,27010
23,B,F,2022/10/17 00:00:00+00,1729,LP2500394,1,C2-093366,ADAMS/N.10 - N.7,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,27011
42,W,M,2022/10/19 00:00:00+00,1501,2022006692,1,,N 26,ORCHARD,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27012
19,B,M,2022/10/16 00:00:00+00,102,LB685565,1,C2-092913,2216 W MILLSTON,-,-,1301,MAINTAIN DISORDERLY HOUSE,C,27013
41,W,M,2022/10/18 00:00:00+00,2026,LB687909,2,C2-093720,345 W O,-,-,12309,THEFT BY SHOPLIFTING $0-$500,B,27014
26,W,M,2022/10/16 00:00:00+00,1642,LB687907,2,C2-093068,233 N 48,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,B,27015
23,B,F,2022/10/17 00:00:00+00,1729,LP2500394,2,C2-093366,ADAMS/N.10 - N.7,,,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,27016
47,W,F,2022/10/19 00:00:00+00,1624,2022006695,1,,5010 EMERALD,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27017
19,W,M,2022/10/16 00:00:00+00,108,LB685566,1,C2-092913,2216 W MILLSTON,-,-,1301,MAINTAIN DISORDERLY HOUSE,C,27018
41,W,M,2022/10/18 00:00:00+00,2026,LB687909,3,C2-093720,345 W O,-,-,9194,OBSTRUCTING A PEACE OFFICER,B,27019
55,B,M,2022/10/17 00:00:00+00,213,LB687908,1,C2-093172,N 27,FAIRFIELD,-,11088,POSS CONTROLLED SUBSTANCE,B,27020
23,B,F,2022/10/17 00:00:00+00,1729,LP2500394,3,C2-093366,ADAMS/N.10 - N.7,,,1556,OCCUPANT PROTECTION SYSTEM,C,27021
47,W,M,2022/10/19 00:00:00+00,1634,2022006696,1,,5010 EMERALD,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27022
19,H,F,2022/10/15 00:00:00+00,150,LB687806,1,C2-092643,1300 O,-,-,2225,DISTURBING PEACE BY FIGHTING,C,27023
26,H,F,2022/10/18 00:00:00+00,2151,LO5400339,1,,O STREET / COTNE,R BLVD 0 62ND ST,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,27024
20,B,F,2022/03/13 00:00:00+00,300,LB678727,1,C2-020383,900 BLOCK,NEW HAMPSHIRE,-,9060,ROBBERY,B,27025
23,B,F,2022/10/17 00:00:00+00,1729,LP2500394,4,C2-093366,ADAMS/N.10 - N.7,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,27026
45,W,M,2022/10/17 00:00:00+00,1528,LB688011,1,C2-093334,2655 S 13,-,-,2037,LOITER AND TRESPASS,B,27027
32,W,M,2022/10/17 00:00:00+00,1558,LB688082,1,C2-093326,110 Q,-,-,9652,"CRIMINAL TRESPASS, 1ST DEG",B,27028
32,W,M,2022/10/17 00:00:00+00,1558,LB688082,2,C2-093326,110 Q,-,-,9194,OBSTRUCTING A PEACE OFFICER,B,27029
28,A,M,2022/10/17 00:00:00+00,1528,LB688012,1,C2-093334,2655 S 13,-,-,2037,LOITER AND TRESPASS,B,27030
28,A,M,2022/10/17 00:00:00+00,1705,LB688013,1,C2-093334,3801 W O,-,-,11088,POSS CONTROLLED SUBSTANCE,B,27031
58,W,F,2022/10/17 00:00:00+00,2230,LN1800319,1,,S 48TH ST / COTN,ER BLVD,,2167,IMPROPER REGISTRATION,C,27032
58,W,F,2022/10/17 00:00:00+00,2230,LN1800319,2,,S 48TH ST / COTN,ER BLVD,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,27033
21,U,M,2022/10/17 00:00:00+00,2123,LP3800134,1,C2-093420,1930 S 52ND ST,,,1303,DISTURBING THE PEACE,C,27034
27,U,F,2022/10/18 00:00:00+00,113,LQ3503106,1,C2-093445,6408 DEERWOOD DR,,,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,C,27035
28,W,M,2022/10/18 00:00:00+00,439,LQ3503107,1,C2-093473,1330 N ST,,,2037,LOITER AND TRESPASS,B,27036
34,W,M,2022/10/17 00:00:00+00,1858,LR1300092,1,,N 14TH AND BENTO,N ST,,2167,IMPROPER REGISTRATION,C,27037
37,W,F,2022/10/18 00:00:00+00,200,LB687147,1,C2-093458,1800 BLK KNOX,-,-,11088,POSS CONTROLLED SUBSTANCE,B,27038
53,W,M,2022/10/17 00:00:00+00,1809,LO2100279,1,,NORMAL BLVD &AMP,"; S 48TH ST",,2167,IMPROPER REGISTRATION,C,27039
43,H,M,2022/10/18 00:00:00+00,200,LB687146,1,C2-093458,1800 BLK KNOX,-,-,12342,THEFT BY RECEIVING $1500-5000,B,27040
43,H,M,2022/10/18 00:00:00+00,200,LB687146,2,C2-093458,1800 BLK KNOX,-,-,12341,THEFT BY RECEIVING $5000/MORE,B,27041
27,W,F,2022/09/01 00:00:00+00,2153,LB677674,1,C2-078002,3309 S 48,-,-,2001,DUI/.08 1ST OFFENSE >.15,C,27042
27,W,F,2022/09/01 00:00:00+00,2153,LB677674,2,C2-078002,3309 S 48,-,-,2110,CARELESS DRIVING SO AS TO ENDANGER,C,27043
45,W,F,2022/10/18 00:00:00+00,417,LN2700281,1,C2-093468,NW4TH/ W DAWES,,,1521,OBSTRUCTING VIEW OF DRIVER,C,27044
39,W,M,2022/10/17 00:00:00+00,1747,LB685526,1,C2-093381,1501 F ST,-,-,2037,LOITER AND TRESPASS,C,27045
29,W,M,2022/10/17 00:00:00+00,828,2022006642,1,,2604 S 9,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27046
49,I,M,2022/10/17 00:00:00+00,844,2022006643,1,,11,LINCOLN MALL,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27047
28,A,M,2022/10/17 00:00:00+00,1711,2022006652,1,,2655 S 13TH,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27048
16,H,M,2022/10/18 00:00:00+00,2201,LO5400340,1,,O STREET / 70TH,- 66TH,,2089,VIOLATE SPEED LIMIT 36 OR MORE,C,27049
17,B,F,2022/03/13 00:00:00+00,300,LB654675,1,C2-020383,900 BLOCK,NEW HAMPSHIRE,-,9060,ROBBERY,B,27050
20,H,F,2022/10/15 00:00:00+00,150,LB686415,1,C2-092643,1300 BLOCK,-,-,2225,DISTURBING PEACE BY FIGHTING,C,27051
19,H,M,2022/10/19 00:00:00+00,1718,2022006697,1,,1630 N 56,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27052
16,H,M,2022/10/18 00:00:00+00,2201,LO5400340,2,,O STREET / 70TH,- 66TH,,1556,OCCUPANT PROTECTION SYSTEM,C,27053
41,W,M,2022/10/16 00:00:00+00,1959,LB686595,1,C2-093111,3,O,-,11561,DUI-SERIOUS BODILY INJURY,B,27054
23,H,F,2022/10/15 00:00:00+00,150,LB687804,1,C2-092643,1300 BLOCK O,-,-,2225,DISTURBING PEACE BY FIGHTING,C,27055
39,B,M,2022/10/12 00:00:00+00,1910,LB683815,1,C2-091930,S 33,J,A,1898,"SUSPENDED LICENSE, ELIGIBLE",C,27056
16,H,M,2022/10/18 00:00:00+00,2201,LO5400340,3,,O STREET / 70TH,- 66TH,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,27057
41,W,M,2022/10/16 00:00:00+00,1959,LB686595,2,C2-093111,3,O,-,10822,RECKLESS DRIVING,B,27058
23,W,M,2022/08/01 00:00:00+00,1900,LO9500174,1,C2-067379,3300 N 27TH ST,HOME DEPOT,,12308,"THEFT BY SHOPLIFTING $500-$1,500",C,27059
39,B,M,2022/10/12 00:00:00+00,1910,LB683815,2,C2-091930,S 33,J,A,2171,FICTITIOUS LICENSE PLATES,C,27060
16,H,M,2022/10/18 00:00:00+00,2201,LO5400341,1,,O STREET / 70TH,- 66TH ST,,2089,VIOLATE SPEED LIMIT 36 OR MORE,C,27061
41,W,M,2022/10/16 00:00:00+00,1959,LB686595,3,C2-093111,3,O,-,11377,DRIVE DURING REVOC/IMPOUND-1ST,B,27062
22,W,M,2022/10/01 00:00:00+00,2315,LB686813,1,C2-088256,CORNHUSKER,YOLANDE,ADAMS,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,27063
39,B,M,2022/10/12 00:00:00+00,1910,LB683815,3,C2-091930,S 33,J,A,1412,STRADDLING LANE LINES,C,27064
19,W,F,2022/10/19 00:00:00+00,38,LO5400342,1,,HIGHWAY 2 / 56-4,8TH,,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,27065
41,W,M,2022/10/16 00:00:00+00,1959,LB686595,4,C2-093111,3,O,-,11553,REFUSE PRELIM TEST,B,27066
24,B,M,2022/10/14 00:00:00+00,449,LB683105,1,C2-092361,233 N 48,-,-,12316,THEFT BY UNLAWFUL TAKING $0-500,C,27067
54,B,M,2022/10/15 00:00:00+00,1009,2022006606,1,,26,W,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27068
42,I,F,2022/10/15 00:00:00+00,1009,2022006607,1,,N 26,W,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27069
28,H,M,2022/10/16 00:00:00+00,39,2022006622,1,,2100 GARFIELD,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27070
59,B,M,2022/10/15 00:00:00+00,903,2022006604,1,,48,ST PAUL,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27071
34,W,M,2022/10/15 00:00:00+00,1551,2022006612,1,,12,Q,P,677,ARRESTED ON COUNTY BENCH WARRANT,B,27072
31,H,M,2022/10/15 00:00:00+00,2323,2022006618,1,,110 Q,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27073
36,U,M,2022/10/16 00:00:00+00,1042,LN2800152,1,C2-092984,S 10TH / G ST,,,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,27074
36,U,M,2022/10/16 00:00:00+00,1042,LN2800152,2,C2-092984,S 10TH / G ST,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,27075
28,W,M,2022/10/16 00:00:00+00,1045,LO4400093,1,C2-092990,N 14TH AND SUPER,IOR ST,,1333,FAIL TO YIELD TO VEHICLE,C,27076
19,U,M,2022/10/16 00:00:00+00,1050,LP9200165,1,C2-092983,S. 10TH/F-G ST,,,2112,NEGLIGENT DRIVING,C,27077
45,W,F,2022/10/16 00:00:00+00,1401,LO8000061,1,C2-093022,3818 N 62ND ST,,,9190,3RD DEG ASSAULT,C,27078
60,W,M,2022/10/16 00:00:00+00,1509,LQ1800210,1,,CORNHUSKER-ADAMS,/33RD,,2167,IMPROPER REGISTRATION,C,27079
60,W,M,2022/10/16 00:00:00+00,1509,LQ1800210,2,,CORNHUSKER-ADAMS,/33RD,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,27080
53,W,F,2022/10/16 00:00:00+00,1657,LN1800317,1,,S 70TH ST / L ST,,,2167,IMPROPER REGISTRATION,C,27081
24,U,F,2022/10/16 00:00:00+00,1615,LO4000150,1,C2-093058,U-STOP 110 W  O,ST,,2037,LOITER AND TRESPASS,C,27082
37,W,F,2022/10/16 00:00:00+00,1638,LP1800262,1,,OLD CHENEY S 77,TO S84,,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,27083
40,W,F,2022/10/16 00:00:00+00,1657,LP1800263,1,,OLD CHENEY S77 -,S84,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,27084
59,W,M,2022/10/16 00:00:00+00,1540,LR1200015,1,C2-093054,33RD AND HOLDREG,E ST,,2112,NEGLIGENT DRIVING,C,27085
19,W,F,2022/10/19 00:00:00+00,38,LO5400342,2,,HIGHWAY 2 / 56-4,8TH,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,27086
41,W,M,2022/10/16 00:00:00+00,1959,LB686595,5,C2-093111,3,O,-,9193,RESISTING ARREST,B,27087
30,W,M,2022/10/19 00:00:00+00,59,LO5400343,1,,HIGHWAY 2 / 56-4,8TH,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,27088
24,W,M,2022/10/14 00:00:00+00,333,LP1800260,1,,56-66/ O ST,,,2167,IMPROPER REGISTRATION,C,27089
42,W,M,2022/10/19 00:00:00+00,350,LB683106,1,C2-093770,8245 NORTHWOODS,-,-,12316,THEFT BY UNLAWFUL TAKING $0-500,B,27090
36,W,M,2022/10/17 00:00:00+00,210,LN6700190,1,C2-093167,N 33RD ST/T ST,,,11088,POSS CONTROLLED SUBSTANCE,B,27091
42,W,M,2022/10/19 00:00:00+00,350,LB683106,2,C2-093770,8245 NORTHWOODS,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,27092
51,W,F,2022/10/15 00:00:00+00,2247,LB686735,1,C2-092886,S 17,J,-,1755,OBSTRUCT CROSSWALK,C,27093
41,B,M,2022/10/18 00:00:00+00,2332,2022006674,1,,6001 VILLAGE,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,27094
51,W,F,2022/10/15 00:00:00+00,2247,LB686735,2,C2-092886,S 17,J,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,27095
22,W,M,2022/10/19 00:00:00+00,158,2022006675,1,,931 MANATT,-,-,678,ARRESTED ON DISTRICT WARRANT,B,27096
20,H,F,2022/10/20 00:00:00+00,548,LN3100181,1,,S 13TH ST / A ST,,,2167,IMPROPER REGISTRATION,C,27097
47,H,F,2022/10/17 00:00:00+00,20,2022006635,1,,4237 N 20,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27098
24,B,F,2022/10/19 00:00:00+00,423,2022006678,1,,N 29,HOLDREGE,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,27099
66,B,M,2022/10/20 00:00:00+00,49,LQ7400112,1,,27TH/ CLEVELAND,AVE,,2167,IMPROPER REGISTRATION,C,27100
27,W,M,2022/01/31 00:00:00+00,1200,LQ3503102,1,C2-000765,3600 NW NUTWOOD,CT,,11088,POSS CONTROLLED SUBSTANCE,B,27101
26,W,F,2022/10/18 00:00:00+00,951,2022006660,1,,1738 G #4,-,-,676,ARRESTED ON COUNTY WARRANT-MSD,B,27102
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,1,C2-094010,D,S 17,S 18,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,27103
20,W,M,2022/10/15 00:00:00+00,2000,LB678337,1,C2-092846,3801 W O,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,27104
46,W,F,2022/10/18 00:00:00+00,1719,2022006669,1,,5542 SHADY CREE,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,27105
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,2,C2-094010,D,S 17,S 18,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,27106
54,B,M,2022/09/30 00:00:00+00,1459,LB677914,1,C2-087762,8700 ANDERMATT,-,-,2228,STEAL GOODS OR MONEY < $500,C,27107
51,W,M,2022/10/19 00:00:00+00,202,2022006676,1,,N 27,S,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,27108
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,3,C2-094010,D,S 17,S 18,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,27109
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,4,C2-094010,D,S 17,S 18,12293,"DELIV;MANUF;INTENT TO DELV C/S,SCHED 1,2,3",B,27110
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,5,C2-094010,D,S 17,S 18,11555,POSS MONEY WHILE VIOLATING 28-416(1),B,27111
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,6,C2-094010,D,S 17,S 18,12483,POSS OR OBTAIN LEGEND DRUGS,B,27112
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,7,C2-094010,D,S 17,S 18,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,B,27113
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,8,C2-094010,D,S 17,S 18,10054,POSSESS DRUG PARAPHERNALIA,B,27114
41,B,M,2022/10/19 00:00:00+00,2037,LB687965,9,C2-094010,D,S 17,S 18,11586,NO VALID REGISTRATION,B,27115
24,H,M,2022/10/15 00:00:00+00,2105,LB687964,1,,S 13,A,C,1341,PASSING WITHIN INTERSECTION,C,27116
